D1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.9489264623070756e-11
8.68897051035048e-12
4.110985275875147e-10
1.2515098452989708e-09
1.1786216495499003e-09
7.549145533121661e-10
2.5120493728672972e-09
3.6412506668072444e-09
4.244945695857786e-09
8.898525702637758e-09
7.365262393341713e-09
6.549973542014812e-09
4.765184374452932e-09
7.946974174405866e-09
6.3477770447557734e-09
7.87487173786414e-09
1.1277223672969492e-08
7.451740067823365e-09
8.255299937481115e-09
7.737210483525321e-09
8.329367159998496e-09
9.21197204670157e-09
8.935518471375286e-09
8.083457389597149e-09
5.191995586054865e-09
5.0766090295178525e-09
7.937853667393822e-09
1.0324988385544102e-08
7.492416056771583e-09
1.0907227906212574e-08
7.3166130117258735e-09
1.0894174149869688e-08
1.1038100182488954e-08
1.2159859287303622e-08
1.061636877180598e-08
1.2310465874999504e-08
1.1917480458965616e-08
1.7325095592510977e-08
1.3651895406532932e-08
1.234492780332299e-08
1.8197491986674913e-08
1.4248564783995323e-08
1.904188243831054e-08
1.5329135763196082e-08
1.7040728532634497e-08
1.5185304576216848e-08
1.6660371559650746e-08
1.521213062082029e-08
1.555216089108036e-08
1.8645244817221908e-08
1.9639549771277395e-08
1.8843695941452602e-08
1.9282886598494298e-08
2.0385453877561073e-08
2.2028315934863046e-08
2.094768191616668e-08
2.336584819960526e-08
2.2323213710989595e-08
2.628174815952282e-08
2.4211193969369105e-08
2.792250502482562e-08
2.4971942668192487e-08
2.5520736849373186e-08
2.7734532515159588e-08
2.4126717787256642e-08
3.634556390006361e-08
2.9196909430179623e-08
3.2777852443235496e-08
3.0396289426991174e-08
3.378420184185534e-08
3.5439129335286486e-08
