# R-Rsep, r, z, Te, Ti, Flux (for each species), n (for each species), Btot, Bangle
-4.562720567940192415e-03,2.258878854999999852e+00,-7.209102499999999747e-01,1.773939999999999984e+01,4.048969999999999914e+01,1.260650000000000000e+05,-2.110470000000000000e+19,-4.120830000000000000e+19,1.000000000000000000e+04,1.967820000000000000e+18,3.825660000000000000e+18,4.057422191027628244e+00,8.884908669481659160e+01
-3.675841333189643848e-03,2.259701324999999983e+00,-7.212420600000000181e-01,2.110549999999999926e+01,4.299589999999999890e+01,-4.327760000000000000e+06,-1.999710000000000000e+19,-4.267460000000000000e+19,1.000000000000000000e+04,1.965760000000000000e+18,4.171300000000000000e+18,4.055954712657316108e+00,8.883778975371097886e+01
-2.866175491847379551e-03,2.260452190000000083e+00,-7.215449800000000025e-01,2.540459999999999852e+01,4.569100000000000250e+01,6.309520000000000000e+05,-2.014960000000000000e+19,-4.615430000000000000e+19,1.000000000000000000e+04,1.959660000000000000e+18,4.460850000000000000e+18,4.054614994237415893e+00,8.882748549714291642e+01
-2.139073856411243587e-03,2.261126485000000130e+00,-7.218170150000000618e-01,3.072739999999999938e+01,4.820280000000000342e+01,1.765680000000000000e+06,-1.937570000000000000e+19,-4.666860000000000000e+19,1.000000000000000000e+04,1.956020000000000000e+18,4.683240000000000000e+18,4.053411894749302746e+00,8.881822449497151695e+01
-1.499968991603270810e-03,2.261719174999999638e+00,-7.220561249999999376e-01,3.710210000000000008e+01,5.051729999999999876e+01,1.997340000000000000e+06,-1.811510000000000000e+19,-4.506980000000000000e+19,1.000000000000000000e+04,1.949870000000000000e+18,4.834520000000000000e+18,4.052354397522160312e+00,8.881006424327811999e+01
-9.527196516441072561e-04,2.262226679999999934e+00,-7.222608699999999438e-01,4.431869999999999976e+01,5.259790000000000276e+01,2.047890000000000000e+06,-1.637100000000000000e+19,-4.140970000000000000e+19,1.000000000000000000e+04,1.946390000000000000e+18,4.920490000000000000e+18,4.051448890251425183e+00,8.880310066992247187e+01
-5.013433787916232991e-04,2.262645274999999678e+00,-7.224297450000000120e-01,5.187519999999999953e+01,5.438049999999999784e+01,1.801020000000000000e+06,-1.394670000000000000e+19,-3.569860000000000000e+19,1.000000000000000000e+04,1.945250000000000000e+18,4.957020000000000000e+18,4.050702019133554543e+00,8.879731702579690023e+01
-1.500684841163700664e-04,2.262971040000000045e+00,-7.225611650000000052e-01,5.899980000000000047e+01,5.587109999999999843e+01,2.349290000000000000e+06,-1.111680000000000000e+19,-2.864080000000000000e+19,1.000000000000000000e+04,1.939690000000000000e+18,4.964670000000000000e+18,4.050120778246934172e+00,8.879284199106231767e+01
8.514354129939088155e-04,2.263899809999999846e+00,-7.229358599999999857e-01,8.020860000000000412e+01,5.942869999999999919e+01,-6.126890000000000000e+05,-6.713800000000000000e+19,-1.750180000000000000e+20,1.000000000000000000e+04,1.927660000000000000e+18,4.953850000000000000e+18,4.048463635884662182e+00,8.878005300036717529e+01
2.813458222368735422e-03,2.265719339999999971e+00,-7.236699200000000776e-01,9.439090000000000202e+01,7.142210000000000036e+01,2.360340000000000000e+06,-9.458450000000000000e+19,-2.531080000000000000e+20,1.000000000000000000e+04,1.858470000000000000e+18,4.880400000000000000e+18,4.045237331866129438e+00,8.875469551293224413e+01
5.271036279166366884e-03,2.267998434999999979e+00,-7.245893850000000302e-01,9.429059999999999775e+01,8.999060000000000059e+01,-9.517830000000000000e+05,-1.117640000000000000e+20,-2.987649999999999672e+20,1.000000000000000000e+04,1.687770000000000000e+18,4.512330000000000000e+18,4.041203233174522680e+00,8.872240304011133105e+01
8.162666075951140188e-03,2.270680060000000111e+00,-7.256712400000000507e-01,9.016630000000000678e+01,1.069200000000000017e+02,-1.331250000000000000e+06,-1.172270000000000000e+20,-3.209870000000000328e+20,1.000000000000000000e+04,1.481240000000000000e+18,4.019980000000000000e+18,4.036458023879776036e+00,8.868249006337033791e+01
1.140662461126999705e-02,2.273688425000000013e+00,-7.268849149999999648e-01,8.465449999999999875e+01,1.162069999999999936e+02,1.496150000000000000e+05,-1.227870000000000000e+20,-3.358449999999999672e+20,1.000000000000000000e+04,1.344980000000000000e+18,3.660680000000000000e+18,4.031170281806258693e+00,8.863576451478226659e+01
1.494202018642492441e-02,2.276967069999999982e+00,-7.282076049999999245e-01,7.837220000000000653e+01,1.182439999999999998e+02,-1.079980000000000000e+06,-1.276440000000000000e+20,-3.479329999999999672e+20,1.000000000000000000e+04,1.276170000000000000e+18,3.452140000000000000e+18,4.025420097135615549e+00,8.858180018453469984e+01
1.869817405601154059e-02,2.280450450000000018e+00,-7.296128649999999993e-01,7.199800000000000466e+01,1.170930000000000035e+02,2.878010000000000000e+05,-1.295870000000000000e+20,-3.564310000000000328e+20,1.000000000000000000e+04,1.203280000000000000e+18,3.288650000000000000e+18,4.019344871727380308e+00,8.852083142775227032e+01
2.261952043765782377e-02,2.284087024999999826e+00,-7.310799299999999334e-01,6.553100000000000591e+01,1.134869999999999948e+02,-1.948670000000000000e+05,-1.335900000000000000e+20,-3.588110000000000328e+20,1.000000000000000000e+04,1.178950000000000000e+18,3.147390000000000000e+18,4.013027702801165830e+00,8.845682880965496508e+01
2.666828037626309961e-02,2.287841760000000058e+00,-7.325946649999999227e-01,5.919809999999999661e+01,1.089020000000000010e+02,-1.118250000000000000e+06,-1.324370000000000000e+20,-3.514920000000000000e+20,1.000000000000000000e+04,1.144580000000000000e+18,3.006410000000000000e+18,4.006529238820923489e+00,8.839507714822502749e+01
3.081325227176558157e-02,2.291685719999999815e+00,-7.341453949999999784e-01,5.320879999999999654e+01,1.039249999999999972e+02,-1.178960000000000000e+06,-1.327510000000000000e+20,-3.395569999999999672e+20,1.000000000000000000e+04,1.118300000000000000e+18,2.843630000000000000e+18,3.999893449409249513e+00,8.833702241583542047e+01
3.504488669257752737e-02,2.295610049999999625e+00,-7.357285449999999560e-01,4.768999999999999773e+01,9.909610000000000696e+01,5.054830000000000291e+04,-1.302610000000000000e+20,-3.221609999999999672e+20,1.000000000000000000e+04,1.080690000000000000e+18,2.656060000000000000e+18,3.993140655437406927e+00,8.828597005774638262e+01
3.935021187602899539e-02,2.299602714999999797e+00,-7.373392750000000717e-01,4.269239999999999924e+01,9.446389999999999532e+01,2.491710000000000000e+05,-1.253190000000000000e+20,-2.996000000000000000e+20,1.000000000000000000e+04,1.029620000000000000e+18,2.454600000000000000e+18,3.986270921024034131e+00,8.824301024452019249e+01
4.372286871849052209e-02,2.303657809999999806e+00,-7.389752250000000133e-01,3.819039999999999679e+01,8.974750000000000227e+01,-1.917610000000000000e+06,-1.179210000000000000e+20,-2.713650000000000000e+20,1.000000000000000000e+04,9.799790000000000000e+17,2.245300000000000000e+18,3.979326416512532383e+00,8.820599320534920196e+01
4.814701173043370308e-02,2.307760645000000110e+00,-7.406304550000000209e-01,3.431680000000000064e+01,8.546139999999999759e+01,-1.021770000000000000e+06,-1.105250000000000000e+20,-2.447370000000000000e+20,1.000000000000000000e+04,9.220720000000000000e+17,2.030690000000000000e+18,3.972312273293588269e+00,8.816875087714153381e+01
5.259703522188457353e-02,2.311887480000000217e+00,-7.422953700000000099e-01,3.101010000000000133e+01,8.130020000000000380e+01,-1.682310000000000000e+05,-1.011090000000000000e+20,-2.176060000000000000e+20,1.000000000000000000e+04,8.509260000000000000e+17,1.820400000000000000e+18,3.965304658155746509e+00,8.812925371651050455e+01
5.703711654053920249e-02,2.316005094999999958e+00,-7.439565649999999586e-01,2.816529999999999845e+01,7.674760000000000559e+01,-8.391230000000000000e+05,-8.993160000000000000e+19,-1.897610000000000000e+20,1.000000000000000000e+04,7.704090000000000000e+17,1.620020000000000000e+18,3.958345870131172006e+00,8.808504150844061087e+01
6.143853775883397622e-02,2.320086859999999973e+00,-7.456032900000000296e-01,2.571499999999999986e+01,7.153419999999999845e+01,-1.942830000000000000e+05,-7.826060000000000000e+19,-1.644260000000000000e+20,1.000000000000000000e+04,6.825910000000000000e+17,1.435260000000000000e+18,3.951488451554795667e+00,8.803743595285486379e+01
6.578343395918687109e-02,2.324116210000000127e+00,-7.472288549999999141e-01,2.335549999999999926e+01,6.480119999999999436e+01,1.482990000000000000e+06,-6.491590000000000000e+19,-1.399220000000000000e+20,1.000000000000000000e+04,5.873660000000000000e+17,1.264790000000000000e+18,3.944746674414553400e+00,8.799356793353300077e+01
