# R-Rsep, r, z, Te, Ti, Flux (for each species), n (for each species), Btot, Bangle
-1.719829796114199366e-02,2.247160925000000198e+00,-7.161828900000000164e-01,6.355839999999999712e+00,1.871689999999999898e+01,-2.270660000000000000e+06,-1.368670000000000000e+19,-9.307200000000000000e+18,1.000000000000000000e+04,1.452860000000000000e+18,9.877410000000000000e+17,4.078476047899488144e+00,8.903710254523464585e+01
-1.565490488985385453e-02,2.248592235000000272e+00,-7.167603099999999561e-01,6.748490000000000322e+00,1.995959999999999823e+01,5.398300000000000000e+06,-1.499690000000000000e+19,-1.060320000000000000e+19,1.000000000000000000e+04,1.513100000000000000e+18,1.069580000000000000e+18,4.075889932657003278e+00,8.901042430796877625e+01
-1.417039141296514045e-02,2.249968940000000028e+00,-7.173157050000000812e-01,7.210670000000000357e+00,2.150519999999999854e+01,1.380650000000000000e+06,-1.586000000000000000e+19,-1.203990000000000000e+19,1.000000000000000000e+04,1.584970000000000000e+18,1.202880000000000000e+18,4.073403013548086093e+00,8.898498616478413226e+01
-1.275669407621820434e-02,2.251279969999999686e+00,-7.178446099999999941e-01,7.747659999999999769e+00,2.329230000000000089e+01,1.204350000000000000e+05,-1.682440000000000000e+19,-1.401230000000000000e+19,1.000000000000000000e+04,1.662150000000000000e+18,1.383740000000000000e+18,4.071048173388568614e+00,8.896452871730237177e+01
-1.140077050921856246e-02,2.252537419999999901e+00,-7.183519050000000128e-01,8.415900000000000603e+00,2.536220000000000141e+01,2.267670000000000000e+06,-1.832280000000000000e+19,-1.705900000000000000e+19,1.000000000000000000e+04,1.741750000000000000e+18,1.620510000000000000e+18,4.068789884056461581e+00,8.894497309689533893e+01
-1.009621792624243453e-02,2.253747230000000101e+00,-7.188399800000000450e-01,9.222789999999999822e+00,2.767210000000000036e+01,1.485140000000000000e+06,-1.943120000000000000e+19,-2.051620000000000000e+19,1.000000000000000000e+04,1.816850000000000000e+18,1.916030000000000000e+18,4.066617152703148719e+00,8.892612522859155888e+01
-8.852314631172791132e-03,2.254900795000000180e+00,-7.193053649999999744e-01,1.024160000000000004e+01,3.018519999999999825e+01,5.162400000000000000e+06,-2.080070000000000000e+19,-2.507370000000000000e+19,1.000000000000000000e+04,1.879250000000000000e+18,2.261030000000000000e+18,4.064545433341266722e+00,8.890814952116026859e+01
-7.672515492651939620e-03,2.255994910000000075e+00,-7.197467699999999802e-01,1.151890000000000036e+01,3.275919999999999987e+01,2.927290000000000000e+06,-2.133920000000000000e+19,-2.944680000000000000e+19,1.000000000000000000e+04,1.925750000000000000e+18,2.650630000000000000e+18,4.062580680224232133e+00,8.889098064009242250e+01
-6.561579932744058749e-03,2.257025164999999944e+00,-7.201624049999999500e-01,1.309929999999999950e+01,3.528099999999999881e+01,-1.817370000000000000e+06,-2.112150000000000000e+19,-3.310480000000000000e+19,1.000000000000000000e+04,1.953310000000000000e+18,3.052250000000000000e+18,4.060730741067457572e+00,8.887473141095831863e+01
-5.524556073627721886e-03,2.257986874999999838e+00,-7.205503899999999851e-01,1.512069999999999936e+01,3.786769999999999925e+01,-9.458650000000000000e+05,-2.119500000000000000e+19,-3.729130000000000000e+19,1.000000000000000000e+04,1.965600000000000000e+18,3.445910000000000000e+18,4.059013691209767849e+00,8.886131985143207146e+01
