C4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.3129888343576646e-10
1.4127141874941878e-10
0.0
1.0896408817692895e-11
0.0
8.274517724108622e-13
1.2838242435820549e-11
0.0
7.622162572122742e-11
2.754609061069439e-10
3.163341626949915e-10
5.754875059995083e-10
1.1782090967260634e-10
4.634269240981942e-09
4.18672571638387e-10
3.911621478370226e-09
1.4181035162585995e-09
2.0624389505875404e-09
1.6920199046585039e-09
1.0764016198802057e-09
1.8799384504142495e-09
2.1340618938659795e-09
3.1583980668782924e-09
2.496204049428496e-09
3.418395984867308e-09
1.3951730920113504e-09
5.6369185900629726e-09
3.991962759169428e-09
9.974131137220567e-10
2.0741123505116885e-09
6.972872871363925e-09
1.7803429142518076e-09
2.0652477878748356e-09
2.100693216185631e-09
3.195303569909683e-09
2.1174360436279304e-09
4.0595758681943025e-09
2.058204419830197e-09
2.5105038762859263e-09
3.102706308134413e-09
2.664846923658791e-09
2.4811010971387082e-09
2.497499160468327e-09
2.2513358479012977e-09
1.8847290071866752e-08
2.15780990531072e-08
2.5767202260317524e-08
3.0397233049179026e-08
2.8576353777295604e-08
3.059522591493523e-08
3.677939201148772e-08
3.653742767354402e-08
3.44957189961356e-08
4.0686249741626455e-08
4.2496756003378115e-08
5.190348194894991e-08
5.518399644705151e-08
6.063702228640086e-08
6.325738848481115e-08
7.082459279537478e-08
7.346927254755623e-08
7.836957971482966e-08
8.985595244908373e-08
1.0484229079953835e-07
9.936567809854691e-08
1.3067732197776912e-07
1.4633879163817636e-07
1.6261351107016265e-07
1.878975853640961e-07
2.1842332275236317e-07
2.5918275752131285e-07
2.791112990285855e-07
3.5360101707032435e-07
3.720625646072438e-07
4.142657765622435e-07
4.803436696264067e-07
5.357472774289447e-07
6.038448934525209e-07
7.725405015439033e-07
7.554106670341065e-07
9.96667795766271e-07
1.0251741150914124e-06
1.2811394653566172e-06
1.4505083859249714e-06
