D1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.353534527688858e-12
0.0
9.365480997482656e-12
7.958604713883352e-12
0.0
4.7184871344210584e-11
1.8940846529409556e-13
4.299825199786747e-13
1.0082929312282111e-10
3.861508218558828e-11
2.3185981439975015e-10
2.4187758185991134e-10
2.638462183270271e-10
8.009073363939374e-11
1.064879366455785e-10
1.6175469319931338e-10
6.129029125135914e-10
3.1110831159656233e-10
8.291079120891215e-10
8.015805455170494e-10
1.435098145940542e-09
1.3476264214097865e-09
2.333982470392885e-09
2.5240191563459794e-09
2.6384877569559795e-09
5.936870497970633e-09
4.650762932789205e-09
4.370143106010116e-09
6.062435259022085e-09
8.944244893184995e-09
1.0912363699337058e-08
