C5
0.0
0.0
0.0
8.34677209588129e-11
7.46113375783218e-11
9.192777848923477e-10
1.2857355321067363e-09
4.1257359568856055e-09
4.198388476081213e-09
6.186857533668311e-09
1.1087382158657337e-08
2.6865897766728726e-08
2.6335967628732778e-08
5.090284999552017e-08
8.528253869042222e-08
1.4413978389519754e-07
3.160854669073598e-07
5.103771969901318e-07
1.244692839921564e-06
2.8394101573936914e-06
6.017774641480381e-06
1.1309027001089786e-05
2.037555338814734e-05
1.531690491297637e-05
2.5295822234549586e-05
4.013552712163962e-05
5.924949658733139e-05
0.00010842578202929044
0.00018018393633080027
0.00029006310450151895
0.00041154696198473806
0.0005827396005291171
0.0007901969803351251
0.0010621922100229806
0.0013478751755965695
0.001672288836590535
0.002034594399090579
0.0024512424813685953
0.0029153001208454196
0.00345165491667018
0.004050756126128619
0.004689900644390095
0.005374474903501339
0.006107951446361939
0.0068568505104100765
0.007683503484896759
0.008526539878102467
0.009530024514748481
0.010542152246076464
0.011649132268699252
0.012773914814290193
0.013844373594944559
0.014949905867696378
0.01584587669580383
0.016802636906313926
0.01771508203125649
0.018640145584181218
0.02576508426093265
0.02686393706652098
0.029332798020035345
0.029695461771429933
0.03076436442844629
0.03211432644216064
0.03531468858231971
0.03433959605420426
0.03836864489052724
0.03952066732904943
0.040261952506862056
0.04179292736718718
0.04240612105941061
0.0466702296962278
0.048709292506788474
0.051023540584932664
0.0517460617615757
0.05303780314174841
0.05429162409838884
0.05568244761637771
0.056722165642813904
0.057928683622260814
0.0591258480498675
0.060134641726504665
0.06127598550098338
0.06261429468726834
0.06386916465426709
0.06476452950222149
0.06620574115921994
0.06740451158989537
0.06021745024824797
0.06195796431360941
0.06455003286268296
0.06626078823435425
0.0684810303148842
0.06977015274755889
0.07172904756876462
0.07297740006909385
0.07460849470686867
0.07615409893835096
0.07690393377748661
0.07706832379091573
0.07696672065407421
0.07706297857403975
0.0767726384189118
0.07686912232159818
0.0766526923817247
0.076453204599609
0.07636369137387176
0.07671874530824972
