C5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.162611581229527e-09
5.1059471685014686e-09
4.697006046212837e-08
9.519630317216252e-08
2.7533207392625797e-07
8.190244326095892e-07
1.7551603051827832e-06
3.837596246381079e-06
6.957231857268929e-06
1.2207647726534565e-05
2.0811858198852e-05
1.4270455022984544e-05
9.01789024991436e-06
5.431760567638017e-06
2.909167819094194e-06
1.2956186695009296e-06
3.257055229223744e-07
1.1396522582155344e-07
1.8437320407029653e-08
7.072975135419e-09
3.6560459573683875e-09
1.9790689794140946e-09
1.959854350570223e-09
8.537076772040242e-10
1.817155076288789e-10
3.28448761789484e-10
7.986763089826329e-11
6.341586442724401e-12
2.4136892759184743e-11
4.1135993920922775e-10
2.4363469491304577e-11
9.810537125203551e-12
8.147216913557854e-12
9.657915640307027e-12
2.5637089565662174e-12
0.0
0.0
1.9382416356794892e-14
3.9798327226539506e-11
0.0
0.0
0.0
2.639086495124916e-11
4.9575477330966484e-11
0.0
0.0
7.615475476642873e-12
0.0
0.0
0.0
1.230325894629887e-10
3.144407707691231e-10
5.260339978294725e-10
2.1974299306698103e-10
1.4348353865876728e-10
5.170270959642502e-10
6.897517831708286e-10
4.245034361334455e-10
1.3374345470067775e-09
1.2451276548507605e-09
1.1488592204935985e-09
8.558591667417305e-10
6.679684826001034e-10
1.3018888117243804e-09
9.368137258501102e-10
1.6105719751988329e-09
1.5597579734313491e-09
1.9742461211492595e-09
2.1516231322118646e-09
2.1974158085051703e-09
3.2178372575336158e-09
2.289162684656336e-09
2.821682652776067e-09
3.856758331515852e-09
4.363585750271412e-09
4.739842120227201e-09
5.068257448227156e-09
7.661978720887607e-09
7.534472923014246e-09
8.071484076657051e-09
3.407983964943224e-11
2.42124182554552e-10
5.87657356327981e-10
2.8879015263630535e-10
1.9883267538658423e-10
3.796395686432561e-10
5.681419380122082e-10
4.031378576422064e-10
1.0373556134263357e-09
4.214236485734667e-10
9.756071468769778e-10
4.2953003190187837e-10
9.606392389471786e-10
5.751430116272362e-10
1.4141130604456801e-09
8.597696074967577e-10
1.7155013187633352e-09
1.7108037123246645e-09
1.2531301146445776e-09
2.3771391074177633e-09
